phase,type,parent,id,player,amount,private,source,percentage,company,share_price,sequence,location,tile,rotation,direction,train,route,per_share,old_train,new_train,result,player1_cash,player1_privates,player1_value,player1_shares,player1_priority_deal,player2_cash,player2_privates,player2_value,player2_shares,player2_priority_deal,player3_cash,player3_privates,player3_value,player3_shares,player3_priority_deal,player4_cash,player4_privates,player4_value,player4_shares,player4_priority_deal,B&M_cash,B&M_privates,B&M_trains,B&M_ipo,B&M_market,B&M_president,B&M_share_price,B&O_cash,B&O_privates,B&O_trains,B&O_ipo,B&O_market,B&O_president,B&O_share_price,C&O_cash,C&O_privates,C&O_trains,C&O_ipo,C&O_market,C&O_president,C&O_share_price,CPR_cash,CPR_privates,CPR_trains,CPR_ipo,CPR_market,CPR_president,CPR_share_price,ERIE_cash,ERIE_privates,ERIE_trains,ERIE_ipo,ERIE_market,ERIE_president,ERIE_share_price,NYC_cash,NYC_privates,NYC_trains,NYC_ipo,NYC_market,NYC_president,NYC_share_price,NYNH_cash,NYNH_privates,NYNH_trains,NYNH_ipo,NYNH_market,NYNH_president,NYNH_share_price,PRR_cash,PRR_privates,PRR_trains,PRR_ipo,PRR_market,PRR_president,PRR_share_price
2,Pass,Action,182,player1,,,,,,,SR 3,,,,,,,,,,,10.0,{'Schuylkill Valley': 20},582.0,"{'B&M': 0, 'B&O': 6, 'C&O': 1, 'CPR': 0, 'ERIE': 0, 'NYC': 0, 'NYNH': 0, 'PRR': 0}",False,20.0,{'Delaware & Hudson': 70},608.0,"{'B&M': 0, 'B&O': 1, 'C&O': 6, 'CPR': 0, 'ERIE': 0, 'NYC': 1, 'NYNH': 0, 'PRR': 0}",False,4.0,"{'Mohawk & Hudson': 110, 'Camden & Amboy': 160}",730.0,"{'B&M': 0, 'B&O': 0, 'C&O': 0, 'CPR': 0, 'ERIE': 0, 'NYC': 0, 'NYNH': 0, 'PRR': 6}",True,40.0,{'Champlain & St.Lawrence': 40},536.0,"{'B&M': 0, 'B&O': 0, 'C&O': 0, 'CPR': 0, 'ERIE': 0, 'NYC': 6, 'NYNH': 0, 'PRR': 0}",False,0.0,{},"{'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",10,0,,0.0,700.0,{},"{'2': 1, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",2,1,player1,82.0,510.0,{},"{'2': 2, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",0,3,player2,60.0,0.0,{},"{'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",10,0,,0.0,0.0,{},"{'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",10,0,,0.0,820.0,{},"{'2': 1, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",3,0,player4,76.0,0.0,{},"{'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",10,0,,0.0,760.0,{},"{'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",4,0,player3,76.0
2,Pass,Action,183,player2,,,,,,,SR 3,,,,,,,,,,,10.0,{'Schuylkill Valley': 20},582.0,"{'B&M': 0, 'B&O': 6, 'C&O': 1, 'CPR': 0, 'ERIE': 0, 'NYC': 0, 'NYNH': 0, 'PRR': 0}",False,20.0,{'Delaware & Hudson': 70},608.0,"{'B&M': 0, 'B&O': 1, 'C&O': 6, 'CPR': 0, 'ERIE': 0, 'NYC': 1, 'NYNH': 0, 'PRR': 0}",False,4.0,"{'Mohawk & Hudson': 110, 'Camden & Amboy': 160}",730.0,"{'B&M': 0, 'B&O': 0, 'C&O': 0, 'CPR': 0, 'ERIE': 0, 'NYC': 0, 'NYNH': 0, 'PRR': 6}",True,40.0,{'Champlain & St.Lawrence': 40},536.0,"{'B&M': 0, 'B&O': 0, 'C&O': 0, 'CPR': 0, 'ERIE': 0, 'NYC': 6, 'NYNH': 0, 'PRR': 0}",False,0.0,{},"{'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",10,0,,0.0,700.0,{},"{'2': 1, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",2,1,player1,82.0,510.0,{},"{'2': 2, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",0,3,player2,60.0,0.0,{},"{'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",10,0,,0.0,0.0,{},"{'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",10,0,,0.0,820.0,{},"{'2': 1, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",3,0,player4,76.0,0.0,{},"{'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",10,0,,0.0,760.0,{},"{'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",4,0,player3,76.0
2,Pass,Action,184,player3,,,,,,,SR 3,,,,,,,,,,,10.0,{'Schuylkill Valley': 20},582.0,"{'B&M': 0, 'B&O': 6, 'C&O': 1, 'CPR': 0, 'ERIE': 0, 'NYC': 0, 'NYNH': 0, 'PRR': 0}",False,20.0,{'Delaware & Hudson': 70},608.0,"{'B&M': 0, 'B&O': 1, 'C&O': 6, 'CPR': 0, 'ERIE': 0, 'NYC': 1, 'NYNH': 0, 'PRR': 0}",False,4.0,"{'Mohawk & Hudson': 110, 'Camden & Amboy': 160}",730.0,"{'B&M': 0, 'B&O': 0, 'C&O': 0, 'CPR': 0, 'ERIE': 0, 'NYC': 0, 'NYNH': 0, 'PRR': 6}",True,40.0,{'Champlain & St.Lawrence': 40},536.0,"{'B&M': 0, 'B&O': 0, 'C&O': 0, 'CPR': 0, 'ERIE': 0, 'NYC': 6, 'NYNH': 0, 'PRR': 0}",False,0.0,{},"{'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",10,0,,0.0,700.0,{},"{'2': 1, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",2,1,player1,82.0,510.0,{},"{'2': 2, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",0,3,player2,60.0,0.0,{},"{'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",10,0,,0.0,0.0,{},"{'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",10,0,,0.0,820.0,{},"{'2': 1, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",3,0,player4,76.0,0.0,{},"{'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",10,0,,0.0,760.0,{},"{'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",4,0,player3,76.0
2,PriorityDeal,Event,185,player4,,,,,,,SR 3,,,,,,,,,,,10.0,{'Schuylkill Valley': 20},582.0,"{'B&M': 0, 'B&O': 6, 'C&O': 1, 'CPR': 0, 'ERIE': 0, 'NYC': 0, 'NYNH': 0, 'PRR': 0}",False,20.0,{'Delaware & Hudson': 70},608.0,"{'B&M': 0, 'B&O': 1, 'C&O': 6, 'CPR': 0, 'ERIE': 0, 'NYC': 1, 'NYNH': 0, 'PRR': 0}",False,4.0,"{'Mohawk & Hudson': 110, 'Camden & Amboy': 160}",730.0,"{'B&M': 0, 'B&O': 0, 'C&O': 0, 'CPR': 0, 'ERIE': 0, 'NYC': 0, 'NYNH': 0, 'PRR': 6}",False,40.0,{'Champlain & St.Lawrence': 40},536.0,"{'B&M': 0, 'B&O': 0, 'C&O': 0, 'CPR': 0, 'ERIE': 0, 'NYC': 6, 'NYNH': 0, 'PRR': 0}",True,0.0,{},"{'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",10,0,,0.0,700.0,{},"{'2': 1, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",2,1,player1,82.0,510.0,{},"{'2': 2, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",0,3,player2,60.0,0.0,{},"{'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",10,0,,0.0,0.0,{},"{'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",10,0,,0.0,820.0,{},"{'2': 1, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",3,0,player4,76.0,0.0,{},"{'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",10,0,,0.0,760.0,{},"{'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",4,0,player3,76.0
2,OperatingRound,Event,186,,,,,,,,OR 3.1,,,,,,,,,,,10.0,{'Schuylkill Valley': 20},582.0,"{'B&M': 0, 'B&O': 6, 'C&O': 1, 'CPR': 0, 'ERIE': 0, 'NYC': 0, 'NYNH': 0, 'PRR': 0}",False,20.0,{'Delaware & Hudson': 70},608.0,"{'B&M': 0, 'B&O': 1, 'C&O': 6, 'CPR': 0, 'ERIE': 0, 'NYC': 1, 'NYNH': 0, 'PRR': 0}",False,4.0,"{'Mohawk & Hudson': 110, 'Camden & Amboy': 160}",730.0,"{'B&M': 0, 'B&O': 0, 'C&O': 0, 'CPR': 0, 'ERIE': 0, 'NYC': 0, 'NYNH': 0, 'PRR': 6}",False,40.0,{'Champlain & St.Lawrence': 40},536.0,"{'B&M': 0, 'B&O': 0, 'C&O': 0, 'CPR': 0, 'ERIE': 0, 'NYC': 6, 'NYNH': 0, 'PRR': 0}",True,0.0,{},"{'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",10,0,,0.0,700.0,{},"{'2': 1, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",2,1,player1,82.0,510.0,{},"{'2': 2, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",0,3,player2,60.0,0.0,{},"{'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",10,0,,0.0,0.0,{},"{'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",10,0,,0.0,820.0,{},"{'2': 1, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",3,0,player4,76.0,0.0,{},"{'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",10,0,,0.0,760.0,{},"{'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",4,0,player3,76.0
2,Collect,Action,187,player4,10.0,,Champlain & St.Lawrence,,,,OR 3.1,,,,,,,,,,,10.0,{'Schuylkill Valley': 20},582.0,"{'B&M': 0, 'B&O': 6, 'C&O': 1, 'CPR': 0, 'ERIE': 0, 'NYC': 0, 'NYNH': 0, 'PRR': 0}",False,20.0,{'Delaware & Hudson': 70},608.0,"{'B&M': 0, 'B&O': 1, 'C&O': 6, 'CPR': 0, 'ERIE': 0, 'NYC': 1, 'NYNH': 0, 'PRR': 0}",False,4.0,"{'Mohawk & Hudson': 110, 'Camden & Amboy': 160}",730.0,"{'B&M': 0, 'B&O': 0, 'C&O': 0, 'CPR': 0, 'ERIE': 0, 'NYC': 0, 'NYNH': 0, 'PRR': 6}",False,50.0,{'Champlain & St.Lawrence': 40},546.0,"{'B&M': 0, 'B&O': 0, 'C&O': 0, 'CPR': 0, 'ERIE': 0, 'NYC': 6, 'NYNH': 0, 'PRR': 0}",True,0.0,{},"{'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",10,0,,0.0,700.0,{},"{'2': 1, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",2,1,player1,82.0,510.0,{},"{'2': 2, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",0,3,player2,60.0,0.0,{},"{'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",10,0,,0.0,0.0,{},"{'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",10,0,,0.0,820.0,{},"{'2': 1, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",3,0,player4,76.0,0.0,{},"{'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",10,0,,0.0,760.0,{},"{'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",4,0,player3,76.0
2,Collect,Action,188,player1,5.0,,Schuylkill Valley,,,,OR 3.1,,,,,,,,,,,15.0,{'Schuylkill Valley': 20},587.0,"{'B&M': 0, 'B&O': 6, 'C&O': 1, 'CPR': 0, 'ERIE': 0, 'NYC': 0, 'NYNH': 0, 'PRR': 0}",False,20.0,{'Delaware & Hudson': 70},608.0,"{'B&M': 0, 'B&O': 1, 'C&O': 6, 'CPR': 0, 'ERIE': 0, 'NYC': 1, 'NYNH': 0, 'PRR': 0}",False,4.0,"{'Mohawk & Hudson': 110, 'Camden & Amboy': 160}",730.0,"{'B&M': 0, 'B&O': 0, 'C&O': 0, 'CPR': 0, 'ERIE': 0, 'NYC': 0, 'NYNH': 0, 'PRR': 6}",False,50.0,{'Champlain & St.Lawrence': 40},546.0,"{'B&M': 0, 'B&O': 0, 'C&O': 0, 'CPR': 0, 'ERIE': 0, 'NYC': 6, 'NYNH': 0, 'PRR': 0}",True,0.0,{},"{'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",10,0,,0.0,700.0,{},"{'2': 1, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",2,1,player1,82.0,510.0,{},"{'2': 2, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",0,3,player2,60.0,0.0,{},"{'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",10,0,,0.0,0.0,{},"{'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",10,0,,0.0,820.0,{},"{'2': 1, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",3,0,player4,76.0,0.0,{},"{'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",10,0,,0.0,760.0,{},"{'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",4,0,player3,76.0
2,Collect,Action,189,player2,15.0,,Delaware & Hudson,,,,OR 3.1,,,,,,,,,,,15.0,{'Schuylkill Valley': 20},587.0,"{'B&M': 0, 'B&O': 6, 'C&O': 1, 'CPR': 0, 'ERIE': 0, 'NYC': 0, 'NYNH': 0, 'PRR': 0}",False,35.0,{'Delaware & Hudson': 70},623.0,"{'B&M': 0, 'B&O': 1, 'C&O': 6, 'CPR': 0, 'ERIE': 0, 'NYC': 1, 'NYNH': 0, 'PRR': 0}",False,4.0,"{'Mohawk & Hudson': 110, 'Camden & Amboy': 160}",730.0,"{'B&M': 0, 'B&O': 0, 'C&O': 0, 'CPR': 0, 'ERIE': 0, 'NYC': 0, 'NYNH': 0, 'PRR': 6}",False,50.0,{'Champlain & St.Lawrence': 40},546.0,"{'B&M': 0, 'B&O': 0, 'C&O': 0, 'CPR': 0, 'ERIE': 0, 'NYC': 6, 'NYNH': 0, 'PRR': 0}",True,0.0,{},"{'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",10,0,,0.0,700.0,{},"{'2': 1, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",2,1,player1,82.0,510.0,{},"{'2': 2, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",0,3,player2,60.0,0.0,{},"{'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",10,0,,0.0,0.0,{},"{'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",10,0,,0.0,820.0,{},"{'2': 1, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",3,0,player4,76.0,0.0,{},"{'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",10,0,,0.0,760.0,{},"{'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",4,0,player3,76.0
2,Collect,Action,190,player3,20.0,,Mohawk & Hudson,,,,OR 3.1,,,,,,,,,,,15.0,{'Schuylkill Valley': 20},587.0,"{'B&M': 0, 'B&O': 6, 'C&O': 1, 'CPR': 0, 'ERIE': 0, 'NYC': 0, 'NYNH': 0, 'PRR': 0}",False,35.0,{'Delaware & Hudson': 70},623.0,"{'B&M': 0, 'B&O': 1, 'C&O': 6, 'CPR': 0, 'ERIE': 0, 'NYC': 1, 'NYNH': 0, 'PRR': 0}",False,24.0,"{'Mohawk & Hudson': 110, 'Camden & Amboy': 160}",750.0,"{'B&M': 0, 'B&O': 0, 'C&O': 0, 'CPR': 0, 'ERIE': 0, 'NYC': 0, 'NYNH': 0, 'PRR': 6}",False,50.0,{'Champlain & St.Lawrence': 40},546.0,"{'B&M': 0, 'B&O': 0, 'C&O': 0, 'CPR': 0, 'ERIE': 0, 'NYC': 6, 'NYNH': 0, 'PRR': 0}",True,0.0,{},"{'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",10,0,,0.0,700.0,{},"{'2': 1, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",2,1,player1,82.0,510.0,{},"{'2': 2, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",0,3,player2,60.0,0.0,{},"{'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",10,0,,0.0,0.0,{},"{'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",10,0,,0.0,820.0,{},"{'2': 1, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",3,0,player4,76.0,0.0,{},"{'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",10,0,,0.0,760.0,{},"{'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",4,0,player3,76.0
2,Collect,Action,191,player3,25.0,,Camden & Amboy,,,,OR 3.1,,,,,,,,,,,15.0,{'Schuylkill Valley': 20},587.0,"{'B&M': 0, 'B&O': 6, 'C&O': 1, 'CPR': 0, 'ERIE': 0, 'NYC': 0, 'NYNH': 0, 'PRR': 0}",False,35.0,{'Delaware & Hudson': 70},623.0,"{'B&M': 0, 'B&O': 1, 'C&O': 6, 'CPR': 0, 'ERIE': 0, 'NYC': 1, 'NYNH': 0, 'PRR': 0}",False,49.0,"{'Mohawk & Hudson': 110, 'Camden & Amboy': 160}",775.0,"{'B&M': 0, 'B&O': 0, 'C&O': 0, 'CPR': 0, 'ERIE': 0, 'NYC': 0, 'NYNH': 0, 'PRR': 6}",False,50.0,{'Champlain & St.Lawrence': 40},546.0,"{'B&M': 0, 'B&O': 0, 'C&O': 0, 'CPR': 0, 'ERIE': 0, 'NYC': 6, 'NYNH': 0, 'PRR': 0}",True,0.0,{},"{'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",10,0,,0.0,700.0,{},"{'2': 1, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",2,1,player1,82.0,510.0,{},"{'2': 2, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",0,3,player2,60.0,0.0,{},"{'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",10,0,,0.0,0.0,{},"{'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",10,0,,0.0,820.0,{},"{'2': 1, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",3,0,player4,76.0,0.0,{},"{'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",10,0,,0.0,760.0,{},"{'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",4,0,player3,76.0
2,OperatesCompany,Event,192,player1,,,,,B&O,,OR 3.1,,,,,,,,,,,15.0,{'Schuylkill Valley': 20},587.0,"{'B&M': 0, 'B&O': 6, 'C&O': 1, 'CPR': 0, 'ERIE': 0, 'NYC': 0, 'NYNH': 0, 'PRR': 0}",False,35.0,{'Delaware & Hudson': 70},623.0,"{'B&M': 0, 'B&O': 1, 'C&O': 6, 'CPR': 0, 'ERIE': 0, 'NYC': 1, 'NYNH': 0, 'PRR': 0}",False,49.0,"{'Mohawk & Hudson': 110, 'Camden & Amboy': 160}",775.0,"{'B&M': 0, 'B&O': 0, 'C&O': 0, 'CPR': 0, 'ERIE': 0, 'NYC': 0, 'NYNH': 0, 'PRR': 6}",False,50.0,{'Champlain & St.Lawrence': 40},546.0,"{'B&M': 0, 'B&O': 0, 'C&O': 0, 'CPR': 0, 'ERIE': 0, 'NYC': 6, 'NYNH': 0, 'PRR': 0}",True,0.0,{},"{'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",10,0,,0.0,700.0,{},"{'2': 1, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",2,1,player1,82.0,510.0,{},"{'2': 2, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",0,3,player2,60.0,0.0,{},"{'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",10,0,,0.0,0.0,{},"{'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",10,0,,0.0,820.0,{},"{'2': 1, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",3,0,player4,76.0,0.0,{},"{'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",10,0,,0.0,760.0,{},"{'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",4,0,player3,76.0
2,Pass,Action,193,,,,,,B&O,,OR 3.1,,,,,,,,,,,15.0,{'Schuylkill Valley': 20},587.0,"{'B&M': 0, 'B&O': 6, 'C&O': 1, 'CPR': 0, 'ERIE': 0, 'NYC': 0, 'NYNH': 0, 'PRR': 0}",False,35.0,{'Delaware & Hudson': 70},623.0,"{'B&M': 0, 'B&O': 1, 'C&O': 6, 'CPR': 0, 'ERIE': 0, 'NYC': 1, 'NYNH': 0, 'PRR': 0}",False,49.0,"{'Mohawk & Hudson': 110, 'Camden & Amboy': 160}",775.0,"{'B&M': 0, 'B&O': 0, 'C&O': 0, 'CPR': 0, 'ERIE': 0, 'NYC': 0, 'NYNH': 0, 'PRR': 6}",False,50.0,{'Champlain & St.Lawrence': 40},546.0,"{'B&M': 0, 'B&O': 0, 'C&O': 0, 'CPR': 0, 'ERIE': 0, 'NYC': 6, 'NYNH': 0, 'PRR': 0}",True,0.0,{},"{'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",10,0,,0.0,700.0,{},"{'2': 1, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",2,1,player1,82.0,510.0,{},"{'2': 2, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",0,3,player2,60.0,0.0,{},"{'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",10,0,,0.0,0.0,{},"{'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",10,0,,0.0,820.0,{},"{'2': 1, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",3,0,player4,76.0,0.0,{},"{'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",10,0,,0.0,760.0,{},"{'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",4,0,player3,76.0
2,Skip,Action,194,,,,,,B&O,,OR 3.1,,,,,,,,,,,15.0,{'Schuylkill Valley': 20},587.0,"{'B&M': 0, 'B&O': 6, 'C&O': 1, 'CPR': 0, 'ERIE': 0, 'NYC': 0, 'NYNH': 0, 'PRR': 0}",False,35.0,{'Delaware & Hudson': 70},623.0,"{'B&M': 0, 'B&O': 1, 'C&O': 6, 'CPR': 0, 'ERIE': 0, 'NYC': 1, 'NYNH': 0, 'PRR': 0}",False,49.0,"{'Mohawk & Hudson': 110, 'Camden & Amboy': 160}",775.0,"{'B&M': 0, 'B&O': 0, 'C&O': 0, 'CPR': 0, 'ERIE': 0, 'NYC': 0, 'NYNH': 0, 'PRR': 6}",False,50.0,{'Champlain & St.Lawrence': 40},546.0,"{'B&M': 0, 'B&O': 0, 'C&O': 0, 'CPR': 0, 'ERIE': 0, 'NYC': 6, 'NYNH': 0, 'PRR': 0}",True,0.0,{},"{'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",10,0,,0.0,700.0,{},"{'2': 1, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",2,1,player1,82.0,510.0,{},"{'2': 2, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",0,3,player2,60.0,0.0,{},"{'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",10,0,,0.0,0.0,{},"{'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",10,0,,0.0,820.0,{},"{'2': 1, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",3,0,player4,76.0,0.0,{},"{'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",10,0,,0.0,760.0,{},"{'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",4,0,player3,76.0
2,RunTrain,Action,195,,50.0,,,,B&O,,OR 3.1,,,,,2,I15-H16,,,,,15.0,{'Schuylkill Valley': 20},587.0,"{'B&M': 0, 'B&O': 6, 'C&O': 1, 'CPR': 0, 'ERIE': 0, 'NYC': 0, 'NYNH': 0, 'PRR': 0}",False,35.0,{'Delaware & Hudson': 70},623.0,"{'B&M': 0, 'B&O': 1, 'C&O': 6, 'CPR': 0, 'ERIE': 0, 'NYC': 1, 'NYNH': 0, 'PRR': 0}",False,49.0,"{'Mohawk & Hudson': 110, 'Camden & Amboy': 160}",775.0,"{'B&M': 0, 'B&O': 0, 'C&O': 0, 'CPR': 0, 'ERIE': 0, 'NYC': 0, 'NYNH': 0, 'PRR': 6}",False,50.0,{'Champlain & St.Lawrence': 40},546.0,"{'B&M': 0, 'B&O': 0, 'C&O': 0, 'CPR': 0, 'ERIE': 0, 'NYC': 6, 'NYNH': 0, 'PRR': 0}",True,0.0,{},"{'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",10,0,,0.0,700.0,{},"{'2': 1, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",2,1,player1,82.0,510.0,{},"{'2': 2, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",0,3,player2,60.0,0.0,{},"{'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",10,0,,0.0,0.0,{},"{'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",10,0,,0.0,820.0,{},"{'2': 1, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",3,0,player4,76.0,0.0,{},"{'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",10,0,,0.0,760.0,{},"{'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, 'D': 0}",4,0,player3,76.0
